序號	書中頁碼	圖上頁碼	地圖編號	地圖名稱	分冊信息	收錄圖冊	圖番（請求圖番）	收錄圖域	所載索引圖	地區	攝影時間	測圖、測量時間	測圖時間2（製版）	測圖者	修正時間	縮圖時間	製圖時間	製版時間	製版者	製印時間	印刷時間	複製時間	複製者	調製時間	調製者	發行時間	發行者	比例尺	ps	WKT
2109	288		C2109	長官店	第一冊	中國大陸五萬分之一地圖集成	五萬分一安徽省太和穎州地方空中寫真測量要圖19號		安徽省索引圖1	安徽省	昭和14年	昭和15年														昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((115.197013 32.895859,115.197013 33.055561,115.433815 33.055561,115.433815 32.895859,115.197013 32.895859))
2110	288		C2110	驛口橋	第一冊	中國大陸五萬分之一地圖集成	五萬分一安徽省太和穎州地方空中寫真測量要圖20號		安徽省索引圖1	安徽省	昭和14年	昭和15年														昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((115.197188 32.731548,115.197188 32.896358,115.433664 32.896358,115.433664 32.731548,115.197188 32.731548))
2111	289		C2111	吳山廟	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方1號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量															參謀本部	1:50000		POLYGON((116.92785 32.09446,116.92785 32.256082,117.167384 32.256082,117.167384 32.09446,116.92785 32.09446))
2112	289		C2112	雙棗樹	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方2號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量															參謀本部	1:50000		POLYGON((116.927741 31.929198,116.927741 32.096319,117.16767 32.096319,117.16767 31.929198,116.927741 31.929198))
2113	289		C2113	保義集	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方3號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((116.69168 32.094941,116.69168 32.256196,116.928461 32.256196,116.928461 32.094941,116.69168 32.094941))
2114	289		C2114	炎劉集	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方4號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量															參謀本部	1:50000		POLYGON((116.692366 31.929346,116.692366 32.095238,116.938705 32.095238,116.938705 31.929346,116.692366 31.929346))
2115	289		C2115	正陽関	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方5號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((116.453084 32.42351,116.453084 32.59603,116.693032 32.59603,116.693032 32.42351,116.453084 32.42351))
2116	289		C2116	迎家集	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方6號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((116.452622 32.254561,116.452622 32.426739,116.69378 32.426739,116.69378 32.254561,116.452622 32.254561))
2117	289		C2117	東隱賢集	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方7號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((116.45328 32.09498,116.45328 32.256178,116.693164 32.256178,116.693164 32.09498,116.45328 32.09498))
2118	289		C2118	碼頭集	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方8號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((116.452665 31.929319,116.452665 32.095822,116.6933 32.095822,116.6933 31.929319,116.452665 31.929319))
2119	289		C2119	王集	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方9號		安徽省索引圖1	安徽省		昭和18年空中寫真測量															參謀本部	1:50000		POLYGON((116.452661 31.764992,116.452661 31.931438,116.693056 31.931438,116.693056 31.764992,116.452661 31.764992))
2120	289		C2120	垂岡集	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方10號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((116.2063 32.425222,116.2063 32.594883,116.453597 32.594883,116.453597 32.425222,116.2063 32.425222))
2121	290		C2121	霍邱	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方11號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((116.206868 32.255703,116.206868 32.425727,116.453664 32.425727,116.453664 32.255703,116.206868 32.255703))
2122	290		C2122	梢路店	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方12號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((116.20653 32.094633,116.20653 32.25662,116.454372 32.25662,116.454372 32.094633,116.20653 32.094633))
2123	290		C2123	固縣寺	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方13號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((116.206981 31.930221,116.206981 32.095429,116.453596 32.095429,116.453596 31.930221,116.206981 31.930221))
2124	290		C2124	洪家集	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方14號		安徽省索引圖1	安徽省		昭和18年空中寫真測量															參謀本部	1:50000		POLYGON((116.206733 31.765462,116.206733 31.930594,116.45362 31.930594,116.45362 31.765462,116.206733 31.765462))
2125	290		C2125	潤河集	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方15號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((115.971092 32.424472,115.971092 32.595266,116.207399 32.595266,116.207399 32.424472,115.971092 32.424472))
2126	290		C2126	紹岡鋪	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方16號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((115.971137 32.254937,115.971137 32.426132,116.207855 32.426132,116.207855 32.254937,115.971137 32.254937))
2127	290		C2127	坎山集	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方17號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((115.971096 32.093602,115.971096 32.257213,116.208048 32.257213,116.208048 32.093602,115.971096 32.093602))
2128	290		C2128	長塘稍	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方18號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((115.970727 31.928485,115.970727 32.09667,116.208051 32.09667,116.208051 31.928485,115.970727 31.928485))
2129	290		C2129	中村崗	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方19號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((115.697427 32.399307,115.697427 32.566171,115.947895 32.566171,115.947895 32.399307,115.697427 32.399307))
2130	290		C2130	池里城	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一安徽省正陽関地方20號		安徽省索引圖1	安徽省	昭和15年	昭和18年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((115.433296 32.399332,115.433296 32.566566,115.697999 32.566566,115.697999 32.399332,115.433296 32.399332))
2131	291		C2131	和橋鎮	第一冊	中國大陸五萬分之一地圖集成	（空中寫真測量）中支那五萬分一蕪湖2號		江蘇省·上海市索引圖2	江蘇省·上海市	昭和15年	昭和17年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((119.84087 31.346987,119.84087 31.5161,120.073208 31.5161,120.073208 31.346987,119.84087 31.346987))
2132	291		C2132	鼎山鎮	第一冊	中國大陸五萬分之一地圖集成	（空中寫真測量）中支那五萬分一蕪湖3號		江蘇省·上海市索引圖2	江蘇省·上海市	昭和15年	昭和17年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((119.840401 31.193333,119.840401 31.348072,120.073315 31.348072,120.073315 31.193333,119.840401 31.193333))
2133	291		C2133	夾浦鎮	第一冊	中國大陸五萬分之一地圖集成	（空中寫真測量）中支那五萬分一蕪湖4號		江蘇省·上海市索引圖2	江蘇省·上海市	昭和15年	昭和17年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((119.840656 31.021355,119.840656 31.194175,120.073575 31.194175,120.073575 31.021355,119.840656 31.021355))
2134	291		C2134	長興縣城	第一冊	中國大陸五萬分之一地圖集成	（空中寫真測量）中支那五萬分一蕪湖5號		浙江省索引圖3	浙江省	昭和16年	昭和17年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((119.836846 30.854755,119.836846 31.017432,120.074849 31.017432,120.074849 30.854755,119.836846 30.854755))
2135	291		C2135	和平鎮	第一冊	中國大陸五萬分之一地圖集成	（空中寫真測量）中支那五萬分一蕪湖6號		浙江省索引圖3	浙江省	昭和16年	昭和17年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((119.836979 30.691165,119.836979 30.855643,120.074739 30.855643,120.074739 30.691165,119.836979 30.691165))
2136	291		C2136	三王廟	第一冊	中國大陸五萬分之一地圖集成	（空中寫真測量）中支那五萬分一蕪湖7號		浙江省索引圖3	浙江省	昭和16年	昭和17年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((119.836803 30.532642,119.836803 30.691626,120.074432 30.691626,120.074432 30.532642,119.836803 30.532642))
2137	291		C2137	宜興城	第一冊	中國大陸五萬分之一地圖集成	（空中寫真測量）中支那五萬分一蕪湖12號		江蘇省·上海市索引圖2	江蘇省·上海市	昭和15年	昭和17年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((119.596947 31.347385,119.596947 31.515517,119.841337 31.515517,119.841337 31.347385,119.596947 31.347385))
2138	291		C2138	張渚鎮	第一冊	中國大陸五萬分之一地圖集成	（空中寫真測量）中支那五萬分一蕪湖13號		江蘇省·上海市索引圖2	江蘇省·上海市	昭和15年	昭和17年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((119.596835 31.19361,119.596835 31.348072,119.841112 31.348072,119.841112 31.19361,119.596835 31.19361))
2139	291		C2139	泗安鎮	第一冊	中國大陸五萬分之一地圖集成	（空中寫真測量）中支那五萬分一蕪湖15號		浙江省索引圖3、安徽省索引圖1	浙江省、安徽省	昭和15年及昭和16年	昭和17年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((119.598512 30.854928,119.598512 31.017217,119.83733 31.017217,119.83733 30.854928,119.598512 30.854928))
2140	291		C2140	梅溪鎮	第一冊	中國大陸五萬分之一地圖集成	（空中寫真測量）中支那五萬分一蕪湖16號		浙江省索引圖3	浙江省	昭和15年及昭和16年	昭和17年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((119.597439 30.690909,119.597439 30.856034,119.837918 30.856034,119.837918 30.690909,119.597439 30.690909))
2141	292		C2141	安吉縣城	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一蕪湖17號		浙江省索引圖3	浙江省	昭和16年	昭和17年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((119.598252 30.53207,119.598252 30.691814,119.837854 30.691814,119.837854 30.53207,119.598252 30.53207))
2142	292		C2142	溧陽城	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一蕪湖22號		江蘇省·上海市索引圖2	江蘇省·上海市	昭和15年	昭和17年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((119.36009 31.33888,119.36009 31.503613,119.599659 31.503613,119.599659 31.33888,119.36009 31.33888))
2143	292		C2143	戴埠	第一冊	中國大陸五萬分之一地圖集成	要圖（空中寫真測量）中支那五萬分一蕪湖23號		江蘇省·上海市索引圖2、安徽省索引圖1	江蘇省·上海市、安徽省	昭和15年	昭和17年空中寫真測量														昭和18年	陸地測量部/參謀本部	1:50000		POLYGON((119.359913 31.17953,119.359913 31.339521,119.598929 31.339521,119.598929 31.17953,119.359913 31.17953))
